#TI Threads vs. simulation time N^2=32^2, DT=50, A=2
#TX Simulation type
#TY number of threads (compact)
threads\SimType	nr_fd_spec_agrid	nr_fd_cart_agrid	nr_fd_spec_cgrid	nr_fd_cart_cgrid	nr_spec_spec_agrid	rexi_par_m000032	rexi_m000032	rexi_fd_par_m0032	rexi_fd_m0032	rexi_par_m000064	rexi_m000064	rexi_fd_par_m0064	rexi_fd_m0064	rexi_par_m000128	rexi_m000128	rexi_fd_par_m0128	rexi_fd_m0128	rexi_par_m000256	rexi_m000256	rexi_fd_par_m0256	rexi_fd_m0256	rexi_par_m000512	rexi_m000512	rexi_fd_par_m0512	rexi_fd_m0512	rexi_par_m001024	rexi_m001024	rexi_fd_par_m1024	rexi_fd_m1024	rexi_par_m004096	rexi_m004096	rexi_fd_par_m4096	rexi_fd_m4096	rexi_par_m016384	rexi_m016384	rexi_fd_par_m16384	rexi_fd_m16384
1	0.814976	1.030633	0.997723	6.759423	0.802717	0.036794	0.040236	0.036767	0.040698	0.062837	0.069013	0.063052	0.088606	0.115668	0.126615	0.115904	0.126541	0.220305	0.283738	0.219745	0.240045	0.428231	0.479377	0.483667	0.473994	0.845195	0.929687	0.889385	0.963379	3.405969	3.721721	3.341643	3.718838	13.356657	14.796658	13.415098	14.75578
2	0.97964	0.921765	1.161527	3.923803	0.972589	0.019343	0.035851	0.019412	0.045702	0.045879	0.060306	0.032973	0.076028	0.05946	0.108978	0.075035	0.110186	0.159125	0.211966	0.112076	0.213274	0.310595	0.413757	0.245897	0.407918	0.447144	0.849933	0.42879	0.895588	1.761303	3.215422	1.706854	3.245841	6.800825	12.967442	6.820235	13.032391
4	1.03956	0.880709	1.231379	2.563776	1.034628	0.011467	0.043521	0.013992	0.032724	0.018353	0.057755	0.025105	0.056512	0.031606	0.106095	0.044863	0.129457	0.07322	0.228044	0.081829	0.201319	0.139759	0.380435	0.115342	0.428503	0.225464	0.775724	0.240159	0.814655	0.884827	3.169785	0.882661	3.183791	4.848708	11.895646	3.53558	12.609511
8	1.389404	1.077583	1.594813	2.152705	1.366079	0.009582	0.045918	0.008441	0.039181	0.013236	0.067016	0.013219	0.079377	0.023426	0.12376	0.019239	0.120174	0.048517	0.318576	0.040489	0.245015	0.065147	0.47523	0.063246	0.431212	0.126494	0.99268	0.136584	0.939885	0.508989	3.790263	0.560249	3.895161	2.648821	15.391398	1.974321	15.67365
12	3.407753	2.505107	4.653087	4.147292	3.827018	0.011353	0.082412	0.01037	0.068428	0.013512	0.143309	0.017365	0.116337	0.022882	0.214115	0.024306	0.240778	0.040587	0.451679	0.03541	0.447377	0.062659	0.83516	0.06895	0.868052	0.129705	1.745221	0.121136	1.737019	0.378821	5.471909	0.419429	6.718869	1.424651	27.160827	1.735567	27.637113
16	2.698347	2.608819	3.130976	3.690869	3.070507	0.010713	0.06271	0.014399	0.060316	0.016506	0.113299	0.014452	0.116237	0.025656	0.187726	0.02203	0.208972	0.038398	0.389054	0.037978	0.377236	0.064469	0.736277	0.055594	1.097303	0.114969	1.590778	0.104843	1.398589	0.455475	6.521985	0.451405	9.052194	1.600291	29.086488	1.549856	28.099547
